"Unicode","Symbol","Category","Unicode name","ru","en","pl","fr","de","es","pt","it","ro","he","ar","tr","vi","nl","Missing localized names"
"U+217A","ⅺ","math","small roman numeral eleven","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+217B","ⅻ","math","small roman numeral twelve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+217C","ⅼ","math","small roman numeral fifty","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+217D","ⅽ","math","small roman numeral one hundred","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+217E","ⅾ","math","small roman numeral five hundred","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+217F","ⅿ","math","small roman numeral one thousand","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2180","ↀ","math","roman numeral one thousand c d","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2181","ↁ","math","roman numeral five thousand","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2182","ↂ","math","roman numeral ten thousand","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2185","ↅ","math","roman numeral six late form","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2186","ↆ","math","roman numeral fifty early form","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2187","ↇ","math","roman numeral fifty thousand","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2188","ↈ","math","roman numeral one hundred thousand","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2189","↉","math","vulgar fraction zero thirds","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2200","∀","math","for all","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2201","∁","math","complement","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2202","∂","math","partial differential","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2203","∃","math","there exists","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2204","∄","math","there does not exist","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental",""
"U+2205","∅","math","empty set","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2206","∆","math","increment","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2207","∇","math","nabla","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2208","∈","math","element of","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2209","∉","math","not an element of","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+220A","∊","math","small element of","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+220B","∋","math","contains as member","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+220C","∌","math","does not contain as member","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+220D","∍","math","small contains as member","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+220E","∎","math","end of proof","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+220F","∏","math","n-ary product","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2210","∐","math","n-ary coproduct","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2211","∑","math","n-ary summation","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2212","−","math","minus sign","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+2213","∓","math","minus-or-plus sign","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2214","∔","math","dot plus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2215","∕","math","division slash","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2216","∖","math","set minus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2217","∗","math","asterisk operator","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2218","∘","math","ring operator","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2219","∙","math","bullet operator","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+221A","√","math","square root","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+221B","∛","math","cube root","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental","supplemental",""
"U+221C","∜","math","fourth root","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+221D","∝","math","proportional to","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+221E","∞","math","infinity","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+221F","∟","math","right angle","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2220","∠","math","angle","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2221","∡","math","measured angle","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2222","∢","math","spherical angle","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2223","∣","math","divides","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2224","∤","math","does not divide","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2225","∥","math","parallel to","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2226","∦","math","not parallel to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2227","∧","math","logical and","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2228","∨","math","logical or","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2229","∩","math","intersection","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+222A","∪","math","union","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+222B","∫","math","integral","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+222C","∬","math","double integral","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+222D","∭","math","triple integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+222E","∮","math","contour integral","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+222F","∯","math","surface integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2230","∰","math","volume integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2231","∱","math","clockwise integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2232","∲","math","clockwise contour integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2233","∳","math","anticlockwise contour integral","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2234","∴","math","therefore","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2235","∵","math","because","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2236","∶","math","ratio","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2237","∷","math","proportion","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2238","∸","math","dot minus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2239","∹","math","excess","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+223A","∺","math","geometric proportion","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+223B","∻","math","homothetic","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+223C","∼","math","tilde operator","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+223D","∽","math","reversed tilde","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+223E","∾","math","inverted lazy s","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+223F","∿","math","sine wave","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2240","≀","math","wreath product","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2241","≁","math","not tilde","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2242","≂","math","minus tilde","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2243","≃","math","asymptotically equal to","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2244","≄","math","not asymptotically equal to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2245","≅","math","approximately equal to","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+2246","≆","math","approximately but not actually equal to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2247","≇","math","neither approximately nor actually equal to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2248","≈","math","almost equal to","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+2249","≉","math","not almost equal to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+224A","≊","math","almost equal or equal to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+224B","≋","math","triple tilde","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+224C","≌","math","all equal to","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR","CLDR",""
"U+224D","≍","math","equivalent to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+224E","≎","math","geometrically equivalent to","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+224F","≏","math","difference between","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+2250","≐","math","approaches the limit","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
